uuid,datetime,borough,theme,message,user_days
8f4f6189-0a69-43cd-b59c-0dcedb645f9e,2025-06-01T15:03:37.467529,6,maraude,Y a-t-il une maraude prévue cette semaine ?,"Mardi, Lundi"
1ff86c7b-7a89-4d12-922c-db1eb9f7addb,2025-06-01T15:03:37.467529,15,maraude,Où manger dans le quartier ?,
99ff071f-2dc5-44b9-97c3-84491d16f504,2025-06-01T15:03:37.467529,2,maraude,Je cherche de l'aide pour manger.,"Mardi, Mercredi, Jeudi"
f3a7525f-5e4a-40cc-8e16-54884c1cf0e7,2025-06-01T15:03:37.467529,8,maraude,Y a-t-il une maraude prévue cette semaine ?,"Vendredi, Mardi, Lundi"
846b9ff1-0cff-4988-861a-70532eb50cad,2025-06-01T15:03:37.467529,1,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
b0b666ba-d72f-4a50-bda0-3fdbcde7fb8c,2025-06-01T15:03:37.467529,16,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Jeudi, Vendredi"
038ceed5-e0ec-4570-8800-60066694d9c4,2025-06-01T15:03:37.467529,17,maraude,Où manger dans le quartier ?,Lundi
b7006a1c-b31d-49f1-a24a-5eabc405c527,2025-06-01T15:03:37.467529,9,maraude,Où manger dans le quartier ?,Lundi
214a734c-aa7b-4fe2-96b1-f16a694e0e5d,2025-06-01T15:03:37.467529,15,maraude,Je cherche de l'aide pour manger.,Jeudi
e58b142d-80bc-4bc1-86f3-66e21b7013da,2025-06-01T15:03:37.467529,14,maraude,Où manger dans le quartier ?,Mercredi
a1aaa164-aee8-452f-a0cf-7fec83b1a6af,2025-06-01T15:03:37.467529,13,maraude,Où manger dans le quartier ?,"Vendredi, Jeudi"
c2b881ea-f915-4632-8d6f-043d808df976,2025-06-01T15:03:37.467529,12,maraude,Je cherche de l'aide pour manger.,Mardi
80024a39-5f29-4d2e-ae41-a67e0be6a058,2025-06-01T15:03:37.467529,6,maraude,Je cherche de l'aide pour manger.,
317c4ab6-54a7-4dee-b0f3-aa51d129c033,2025-06-01T15:03:37.467529,2,maraude,Y a-t-il une maraude prévue cette semaine ?,"Mardi, Lundi"
61e6aea4-9ad8-4a78-8e6f-df68f25abb5c,2025-06-01T15:03:37.467529,6,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
6a91991f-5ce5-4149-b82b-51e740ae4cf4,2025-06-01T15:03:37.467529,9,maraude,Où manger dans le quartier ?,
0c404043-e857-45b8-b14d-0180a31dbf0a,2025-06-01T15:03:37.467529,18,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Vendredi, Lundi, Mardi"
f16ec91b-7d72-4dc7-9404-67cb37ba75c9,2025-06-01T15:03:37.467529,10,maraude,Où manger dans le quartier ?,Lundi
a409cbb7-e1e4-46eb-9ebc-59fcd99ca704,2025-06-01T15:03:37.467529,9,maraude,Où manger dans le quartier ?,"Mercredi, Mardi"
170375d4-90cf-4532-bd6b-ca140a6370ba,2025-06-01T15:03:37.467529,2,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Mercredi, Lundi"
a303cc1c-3e13-4fe1-8cb8-e6a188ae02f8,2025-06-01T15:03:37.467529,7,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Lundi, Jeudi, Mardi"
c540388e-025e-408c-91f2-a1cfb1d9aca6,2025-06-01T15:03:37.467529,7,maraude,Y a-t-il une maraude prévue cette semaine ?,Jeudi
f6e21104-c04a-4c67-8a1f-0d969471d602,2025-06-01T15:03:37.467529,8,maraude,Où manger dans le quartier ?,"Mercredi, Mardi"
0d46d933-d53b-4e88-93a7-8a65335464e2,2025-06-01T15:03:37.467529,9,maraude,Je cherche de l'aide pour manger.,"Jeudi, Vendredi"
9e85954c-9ff8-4ce0-b6f3-3dfa52d8be93,2025-06-01T15:03:37.467529,14,maraude,Y a-t-il une maraude prévue cette semaine ?,
7205e2ab-9254-48bd-a10c-cfbd47f545f6,2025-06-01T15:03:37.467529,7,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Mercredi, Mardi"
4a0f21bc-2b04-4145-ae19-edda21709d76,2025-06-01T15:03:37.467529,15,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
8aba7907-b137-4dfb-aa52-a5a0535d461a,2025-06-01T15:03:37.467529,19,maraude,Où manger dans le quartier ?,Lundi
96f719bc-d39f-4f8b-9fc8-98761fa0ee70,2025-06-01T15:03:37.467529,8,maraude,Je cherche de l'aide pour manger.,"Mercredi, Jeudi"
b565b57f-306a-4733-a273-f336a6ec3f7f,2025-06-01T15:03:37.467529,16,maraude,Où manger dans le quartier ?,"Lundi, Jeudi"
5706ae8a-f7c2-4974-a439-906eef57efb4,2025-06-01T15:03:37.467529,19,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
aab13cbb-ba37-4003-9ef3-5c5555d8b95a,2025-06-01T15:03:37.467529,3,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
7f40a202-ec9b-4fa0-b67b-f9f278e69574,2025-06-01T15:03:37.467529,20,maraude,Je cherche de l'aide pour manger.,Mardi
a18aefc5-0d8f-4b42-937e-7668ec0498f7,2025-06-01T15:03:37.467529,1,maraude,Je cherche de l'aide pour manger.,
cb3f927b-ec0a-4121-abf1-5b7c63223a70,2025-06-01T15:03:37.467529,11,maraude,Y a-t-il une maraude prévue cette semaine ?,
da67caa6-bd1a-4354-9a0b-b4391623cf35,2025-06-01T15:03:37.467529,9,maraude,Où manger dans le quartier ?,"Jeudi, Vendredi, Lundi"
7993edc5-00b9-4688-b804-090486e36a9d,2025-06-01T15:03:37.467529,5,maraude,Où manger dans le quartier ?,
b4fa01ac-75e0-45da-9cff-cc2dd7e33f54,2025-06-01T15:03:37.467529,19,maraude,Y a-t-il une maraude prévue cette semaine ?,Vendredi
6fe46b7f-c1f3-4aef-817a-3861c99b1d3e,2025-06-01T15:03:37.467529,16,maraude,Où manger dans le quartier ?,Jeudi
c8e5b1dd-0fd7-4abc-a541-e2bf58e2c7a7,2025-06-01T15:03:37.467529,12,maraude,Où manger dans le quartier ?,
97d7fb91-9baa-461a-9e2a-30e1d2c15875,2025-06-01T15:03:37.467529,13,maraude,Où manger dans le quartier ?,"Mercredi, Lundi, Mardi"
33d89782-5a37-4da1-b235-6636c66025c1,2025-06-01T15:03:37.467529,15,maraude,Où manger dans le quartier ?,"Lundi, Jeudi"
53fb8d2a-5769-47a8-a2ff-5921bbccdb98,2025-06-01T15:03:37.467529,14,maraude,Où manger dans le quartier ?,
4370b785-54cc-4a89-ae26-cef45bf017c2,2025-06-01T15:03:37.467529,14,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Lundi, Mardi, Vendredi"
6770fd58-85d1-4cb2-aa32-9f296297a521,2025-06-01T15:03:37.467529,13,maraude,Je cherche de l'aide pour manger.,Vendredi
8f3287a8-f2f6-437a-a405-8efcd9908cf5,2025-06-01T15:03:37.467529,14,maraude,Je cherche de l'aide pour manger.,Mercredi
59c22b52-6ddd-4386-98c8-551b94d0c990,2025-06-01T15:03:37.467529,4,maraude,Où manger dans le quartier ?,
f330b4f9-3553-48d0-91eb-d0dbe3f59a57,2025-06-01T15:03:37.467529,13,maraude,Je cherche de l'aide pour manger.,Jeudi
19201343-ffd0-4975-bc31-1f0b6b651604,2025-06-01T15:03:37.467529,17,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
f92f338a-2486-4dd2-a21e-7bde8555a6d2,2025-06-01T15:03:37.467529,3,maraude,Y a-t-il une maraude prévue cette semaine ?,Jeudi
132d5193-f0a7-4dcb-8849-c680c6c517e4,2025-06-01T15:03:37.467529,20,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Vendredi, Lundi, Mercredi"
37c8e986-433b-40d0-8356-cc9895e6fc67,2025-06-01T15:03:37.467529,7,maraude,Où manger dans le quartier ?,Vendredi
5763b60e-358c-4fe2-950b-9db5bb01f34a,2025-06-01T15:03:37.467529,12,maraude,Où manger dans le quartier ?,"Mardi, Jeudi"
4bf0250e-9966-4049-9487-b02d7c6a62c8,2025-06-01T15:03:37.467529,17,maraude,Où manger dans le quartier ?,"Vendredi, Lundi, Jeudi"
11692f6e-b37c-4375-8f96-3ac4930294ff,2025-06-01T15:03:37.467529,2,maraude,Je cherche de l'aide pour manger.,
695a0d88-7d9b-4a87-91c8-dfc59af8953b,2025-06-01T15:03:37.467529,3,maraude,Où manger dans le quartier ?,"Mardi, Mercredi, Lundi"
e3f64760-c2ae-48ce-b12c-f2ca771c6804,2025-06-01T15:03:37.468528,19,maraude,Y a-t-il une maraude prévue cette semaine ?,Mardi
49bb117c-706b-4211-aa3d-93881d73b7a0,2025-06-01T15:03:37.468528,9,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
9fe9d387-d099-41fd-b623-80e629b42776,2025-06-01T15:03:37.468528,6,maraude,Y a-t-il une maraude prévue cette semaine ?,Mercredi
3c89f881-be9c-4f9b-9d59-ea642e3ab448,2025-06-01T15:03:37.468528,8,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
9ede2bcc-8fbc-40d1-a84f-1b7cfffd5f5d,2025-06-01T15:03:37.468528,20,maraude,Y a-t-il une maraude prévue cette semaine ?,
6a00755e-99fd-4484-aa87-58ad9adfa8b8,2025-06-01T15:03:37.468528,7,maraude,Où manger dans le quartier ?,"Mercredi, Jeudi, Mardi"
e4991b77-2d6c-46ac-b783-6b9b425dc092,2025-06-01T15:03:37.468528,6,maraude,Je cherche de l'aide pour manger.,
ada8f2b2-9637-4f14-8e69-2f7cc1905865,2025-06-01T15:03:37.468528,17,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Mercredi, Vendredi, Jeudi"
b32ee10b-2c69-4079-80f2-49b2bdce215e,2025-06-01T15:03:37.468528,4,maraude,Je cherche de l'aide pour manger.,"Vendredi, Lundi, Jeudi"
f8b987f0-3271-4c24-9a0d-b6f985f9f7a3,2025-06-01T15:03:37.468528,4,maraude,Y a-t-il une maraude prévue cette semaine ?,
cfd31d0a-cb35-454c-867f-6cd442abfdee,2025-06-01T15:03:37.468528,4,maraude,Où manger dans le quartier ?,"Mercredi, Mardi, Jeudi"
73a0690c-fdb6-4b0b-86d4-7e0d59afa33f,2025-06-01T15:03:37.468528,5,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Jeudi, Lundi, Mercredi"
0e693ee3-6ee5-44a5-b07e-cde7648c7d5d,2025-06-01T15:03:37.468528,18,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Mercredi, Lundi"
8cfc7309-62c9-4770-8426-d98358c8cdda,2025-06-01T15:03:37.468528,6,maraude,Où manger dans le quartier ?,Mardi
564abc08-1147-4221-afb0-649beb53d747,2025-06-01T15:03:37.468528,18,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Mercredi, Lundi, Mardi"
f307e3fe-659c-4786-82e7-a8ba240d748f,2025-06-01T15:03:37.468528,14,maraude,Y a-t-il une maraude prévue cette semaine ?,"Mercredi, Jeudi"
4e3ef46b-81f4-4ca4-951d-0479418224f6,2025-06-01T15:03:37.468528,1,maraude,Où manger dans le quartier ?,"Mardi, Jeudi, Lundi"
6898c014-8132-47a6-ac57-e43265c756ed,2025-06-01T15:03:37.468528,1,maraude,Y a-t-il une maraude prévue cette semaine ?,"Vendredi, Mercredi, Mardi"
4796bd8b-487c-4c39-8ef8-0bfbbc605bc7,2025-06-01T15:03:37.468528,1,maraude,Y a-t-il une maraude prévue cette semaine ?,"Mercredi, Vendredi"
bf9995c3-fada-420b-8dbc-a94034e36579,2025-06-01T15:03:37.468528,11,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
be571d3d-96a3-4063-8a76-d24b082c7f18,2025-06-01T15:03:37.468528,18,maraude,Où manger dans le quartier ?,Vendredi
98ce35ca-881d-4b08-903d-2fdaea091ca8,2025-06-01T15:03:37.468528,7,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
c47e4d7c-5e9f-44c7-a698-9901d76cd756,2025-06-01T15:03:37.468528,17,maraude,Y a-t-il une maraude prévue cette semaine ?,"Mardi, Lundi, Jeudi"
abaf4318-a372-4c33-9b63-b820ca13cc89,2025-06-01T15:03:37.468528,10,maraude,Y a-t-il une maraude prévue cette semaine ?,"Lundi, Jeudi, Mercredi"
fd821758-a467-4944-9809-02e4d2b69219,2025-06-01T15:03:37.468528,1,maraude,Je cherche de l'aide pour manger.,
52075605-55fe-41e8-b7d6-60feda0aacfc,2025-06-01T15:03:37.468528,16,maraude,Y a-t-il une maraude prévue cette semaine ?,
e46877d0-2d6e-4a1e-98da-83357d0889ba,2025-06-01T15:03:37.468528,1,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
8b6e4f16-8490-4b49-976e-98bc1fc5130a,2025-06-01T15:03:37.468528,11,maraude,Où manger dans le quartier ?,"Lundi, Vendredi"
a3b2e498-45bb-4a32-8853-7b78eebd6de1,2025-06-01T15:03:37.468528,9,maraude,Je cherche de l'aide pour manger.,"Lundi, Mardi, Mercredi"
a0d1997c-a5d7-4984-835e-312268d75a4c,2025-06-01T15:03:37.468528,19,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Mardi, Jeudi"
1a9d4899-9aab-41f0-bab3-d321b682ff4b,2025-06-01T15:03:37.468528,10,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
6fc5bd8d-d282-4e59-adf9-3695b8bff8cb,2025-06-01T15:03:37.468528,6,maraude,Y a-t-il une maraude prévue cette semaine ?,"Jeudi, Mercredi, Lundi"
43aa5ee0-4184-4d8f-bc69-b511bb3fabf0,2025-06-01T15:03:37.468528,9,maraude,Où manger dans le quartier ?,"Mardi, Mercredi"
b6758bb5-9a15-4f73-8ab8-628b21abd0e4,2025-06-01T15:03:37.468528,5,maraude,Y a-t-il une maraude prévue cette semaine ?,Vendredi
021c499a-a61a-4e9b-9112-7ba006a37644,2025-06-01T15:03:37.468528,4,maraude,Je cherche de l'aide pour manger.,"Mercredi, Vendredi"
014acdde-01f0-444c-a96d-9b0e21e28a60,2025-06-01T15:03:37.468528,6,maraude,Y a-t-il une maraude prévue cette semaine ?,"Mardi, Jeudi"
1f2f1a88-6fd8-4424-b4df-01c9531ec24e,2025-06-01T15:03:37.468528,1,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Mardi, Mercredi, Lundi"
18bb7d00-6ade-4212-82d5-f8aa97821e75,2025-06-01T15:03:37.468528,3,maraude,Y a-t-il une maraude prévue cette semaine ?,"Mercredi, Mardi, Jeudi"
bc80b99b-88fb-4cc6-a3fa-c66fd1b04284,2025-06-01T15:03:37.468528,18,maraude,Y a-t-il une maraude prévue cette semaine ?,Vendredi
a3ca856f-db25-4de1-a66e-e71e264ba133,2025-06-01T15:03:37.468528,6,maraude,Y a-t-il une distribution de repas aujourd'hui ?,Mardi
f0cbb0ab-e3b7-44b2-90c8-93084d0fbd93,2025-06-01T15:03:37.468528,2,maraude,Où manger dans le quartier ?,"Jeudi, Vendredi, Mardi"
92291f7e-5f0c-4456-8086-d04f8970174b,2025-06-01T15:03:37.468528,11,maraude,Où manger dans le quartier ?,Lundi
ed9bfbaa-8882-4083-b800-fcfc25a71f1b,2025-06-01T15:03:37.468528,17,maraude,Où manger dans le quartier ?,"Mercredi, Mardi, Jeudi"
bdf6591b-eee7-480e-a9ba-7f70c79593d6,2025-06-01T15:03:37.468528,1,maraude,Où manger dans le quartier ?,"Lundi, Jeudi"
c0d33060-2a24-4ef5-b3c2-0fcdd1ca74b8,2025-06-01T15:03:37.468528,9,maraude,Où manger dans le quartier ?,Mardi
2d1a4cbe-a8b0-4956-aa9c-e0227c889cf2,2025-06-01T15:03:37.468528,20,maraude,Je cherche de l'aide pour manger.,"Mercredi, Jeudi, Lundi"
8b211a6c-240b-42d5-acac-945b960a81d4,2025-06-01T15:03:37.468528,4,maraude,Où manger dans le quartier ?,"Mercredi, Jeudi"
ddbd497f-b654-4170-81c5-96c31e25e59a,2025-06-01T15:03:37.468528,2,maraude,Je cherche de l'aide pour manger.,"Mercredi, Mardi"
2afd4d3e-09fa-45ec-a003-9d696011461d,2025-06-01T15:03:37.468528,6,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Vendredi, Mercredi"
8a57f5b1-33d1-45cd-99d3-50080b35df17,2025-06-01T15:03:37.468528,14,maraude,Où manger dans le quartier ?,"Vendredi, Mardi"
67f7c54d-e0bd-41c0-8a39-8cded9171546,2025-06-01T15:03:37.469524,11,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
a57bb003-1b83-4aa5-8066-8299cf15a1c0,2025-06-01T15:03:37.469524,10,maraude,Y a-t-il une maraude prévue cette semaine ?,
dc231aa1-3bac-4e14-b8d0-0d096b6893d0,2025-06-01T15:03:37.469524,16,maraude,Je cherche de l'aide pour manger.,"Vendredi, Mardi, Lundi"
d4f196af-3580-4e4f-8419-0b99f728d9f4,2025-06-01T15:03:37.469524,18,maraude,Y a-t-il une maraude prévue cette semaine ?,"Jeudi, Lundi, Mardi"
e146cdf6-675c-4870-bd79-c462222ac975,2025-06-01T15:03:37.469524,4,maraude,Où manger dans le quartier ?,"Mercredi, Jeudi, Lundi"
7293e05b-9093-4e3b-bc0c-92079b61ecc8,2025-06-01T15:03:37.469524,15,maraude,Où manger dans le quartier ?,"Mardi, Vendredi"
690f31e1-60da-40b3-890a-86080aa8175c,2025-06-01T15:03:37.469524,8,maraude,Où manger dans le quartier ?,Mardi
6b82b8fc-36aa-49b4-89b7-525420bd4b43,2025-06-01T15:03:37.469524,15,maraude,Y a-t-il une maraude prévue cette semaine ?,
f0f54c2f-fef0-45a8-9e52-ccdd2dabec21,2025-06-01T15:03:37.469524,19,maraude,Où manger dans le quartier ?,
018012ad-ae5a-4fa9-be77-089965215ee9,2025-06-01T15:03:37.469524,12,maraude,Je cherche de l'aide pour manger.,
37adb480-30a1-4e71-8b2b-7b725c50735b,2025-06-01T15:03:37.469524,5,maraude,Y a-t-il une maraude prévue cette semaine ?,"Mercredi, Mardi"
6ad4ebbb-1b91-407a-a565-8453e673562c,2025-06-01T15:03:37.469524,13,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Mardi, Jeudi, Mercredi"
c011dc2a-4041-450e-baf6-fbbfc045c533,2025-06-01T15:03:37.469524,13,maraude,Je cherche de l'aide pour manger.,"Mardi, Lundi, Jeudi"
c61dc8ec-ad90-4b19-8b42-697cf94c1bc9,2025-06-01T15:03:37.469524,9,maraude,Où manger dans le quartier ?,
835e97de-65dc-4e6e-a21c-86c37b67e81d,2025-06-01T15:03:37.469524,12,maraude,Où manger dans le quartier ?,"Vendredi, Mercredi, Lundi"
203e7c46-ce5a-4680-b366-f4bac86afca8,2025-06-01T15:03:37.469524,19,maraude,Où manger dans le quartier ?,"Mercredi, Jeudi, Mardi"
7605a765-3001-4b41-926b-e0c21d82278f,2025-06-01T15:03:37.469524,10,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Vendredi, Jeudi, Lundi"
b3f87396-6b4c-44c7-acec-84c63bcfed57,2025-06-01T15:03:37.469524,14,maraude,Où manger dans le quartier ?,
1f9228d9-45f6-429c-8bd5-501e0d2785f3,2025-06-01T15:03:37.469524,11,maraude,Où manger dans le quartier ?,"Jeudi, Vendredi, Mercredi"
4cd7359c-ae2d-4cc3-ab28-561228ae6783,2025-06-01T15:03:37.469524,10,maraude,Où manger dans le quartier ?,
5df5647c-1c1a-415e-80a1-f229c5cec2ea,2025-06-01T15:03:37.469524,4,maraude,Y a-t-il une maraude prévue cette semaine ?,"Jeudi, Lundi, Mercredi"
dc3a92fc-b7da-4cc6-9e03-6a233db5bdd6,2025-06-01T15:03:37.469524,7,maraude,Où manger dans le quartier ?,"Lundi, Jeudi, Mardi"
c6c21b21-e275-4f15-b013-2bb8b4c6a8d1,2025-06-01T15:03:37.469524,7,maraude,Y a-t-il une maraude prévue cette semaine ?,
bfeef0ed-6cc0-49c2-aeb9-72ad2e854eda,2025-06-01T15:03:37.469524,19,maraude,Je cherche de l'aide pour manger.,
32f331ac-9126-478b-9e98-a0a28dc79de5,2025-06-01T15:03:37.469524,13,maraude,Où manger dans le quartier ?,Mardi
e4de5fa6-a7ad-4f57-a23a-a50cf67b3c99,2025-06-01T15:03:37.469524,12,maraude,Y a-t-il une maraude prévue cette semaine ?,"Jeudi, Mercredi, Lundi"
6966bfd0-e561-45a2-b51d-789f6f30e59e,2025-06-01T15:03:37.469524,15,maraude,Y a-t-il une maraude prévue cette semaine ?,Lundi
43c01614-bc37-47d1-b076-75fa4298fc2f,2025-06-01T15:03:37.469524,9,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Vendredi, Jeudi"
bdb4255f-27dc-47fd-98f7-9e2357d91e4e,2025-06-01T15:03:37.469524,3,maraude,Je cherche de l'aide pour manger.,"Lundi, Jeudi, Vendredi"
f9ce9e07-2022-43ef-bb9e-cc2433b38dba,2025-06-01T15:03:37.469524,20,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Mardi, Mercredi"
8473fc6b-054d-40a7-9c09-82edcf7c85fc,2025-06-01T15:03:37.469524,8,maraude,Y a-t-il une distribution de repas aujourd'hui ?,Lundi
50b8a0eb-d3fd-45c0-ac23-5ca68525b1f3,2025-06-01T15:03:37.469524,9,maraude,Où manger dans le quartier ?,"Jeudi, Lundi"
b7319a2c-464c-4510-a1a8-b03433dc235b,2025-06-01T15:03:37.469524,7,maraude,Où manger dans le quartier ?,
5fac7885-2b71-4c7e-a326-4014b022f077,2025-06-01T15:03:37.469524,17,maraude,Je cherche de l'aide pour manger.,Jeudi
ccec64a3-a243-4cc9-b4ae-13a41442fd71,2025-06-01T15:03:37.469524,3,maraude,Je cherche de l'aide pour manger.,Lundi
88e2e633-925f-432c-a70b-db9cb24a24f2,2025-06-01T15:03:37.469524,10,maraude,Où manger dans le quartier ?,Lundi
c8c0e8ce-8694-47c1-b84c-00df63e9d78e,2025-06-01T15:03:37.469524,12,maraude,Où manger dans le quartier ?,
c0900efc-1a05-432b-ba26-49e3d893af12,2025-06-01T15:03:37.469524,1,maraude,Je cherche de l'aide pour manger.,Jeudi
cd5cf953-943f-4681-93f2-aa0b12281091,2025-06-01T15:03:37.470529,9,maraude,Y a-t-il une maraude prévue cette semaine ?,"Jeudi, Mardi, Lundi"
9f51dcad-9264-45df-9321-d240d65452c8,2025-06-01T15:03:37.470529,2,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
5ed31608-62d4-434a-938e-2bc3952eac3c,2025-06-01T15:03:37.470529,9,maraude,Où manger dans le quartier ?,
e664d9ad-0a0f-4d14-ac71-07a2f86874fe,2025-06-01T15:03:37.470529,4,maraude,Où manger dans le quartier ?,
0540e582-6736-420e-bf74-b48f8468eefc,2025-06-01T15:03:37.470529,9,maraude,Y a-t-il une maraude prévue cette semaine ?,Mercredi
973287e8-8462-4077-8b93-91d633754916,2025-06-01T15:03:37.470529,14,maraude,Je cherche de l'aide pour manger.,"Jeudi, Mardi, Vendredi"
aa4ddf62-17ad-4902-aed9-00241104e185,2025-06-01T15:03:37.470529,2,maraude,Je cherche de l'aide pour manger.,"Vendredi, Jeudi, Mercredi"
f64cb7a7-0753-4c8d-9387-c6628f00c3e9,2025-06-01T15:03:37.470529,17,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Vendredi, Mardi"
bfb0c988-d4a9-4ad5-a3be-7dd38bb97729,2025-06-01T15:03:37.470529,1,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Vendredi, Mercredi, Mardi"
c1e38c79-cf0c-4f17-bb9d-15e05f198ff2,2025-06-01T15:03:37.470529,10,maraude,Y a-t-il une maraude prévue cette semaine ?,Lundi
199122a6-1f94-45eb-ae18-71c3a0421f3e,2025-06-01T15:03:37.470529,7,maraude,Où manger dans le quartier ?,"Mercredi, Lundi, Mardi"
40322f70-a370-4d9c-9a97-19217f3296f8,2025-06-01T15:03:37.470529,3,maraude,Je cherche de l'aide pour manger.,"Mardi, Mercredi"
4c967abe-1755-472e-9c07-6eeadd29a9f8,2025-06-01T15:03:37.470529,16,maraude,Où manger dans le quartier ?,"Mercredi, Jeudi"
e74bf810-1b4d-4e54-b031-0643abc8e00c,2025-06-01T15:03:37.470529,9,maraude,Y a-t-il une maraude prévue cette semaine ?,
b9bc9218-218a-4474-b9f4-8a1eff5a4177,2025-06-01T15:03:37.470529,11,maraude,Je cherche de l'aide pour manger.,Jeudi
93454f95-3e84-4af7-b6ec-5fd56f898505,2025-06-01T15:03:37.470529,9,maraude,Y a-t-il une maraude prévue cette semaine ?,Lundi
af79eb8a-2742-4b90-9a72-28889de9f4a9,2025-06-01T15:03:37.470529,4,maraude,Je cherche de l'aide pour manger.,
46d1dd63-9581-4c0e-9efe-39328171867f,2025-06-01T15:03:37.470529,14,maraude,Où manger dans le quartier ?,
6f3a9747-a48b-4dbd-b7b3-6b90d4351dda,2025-06-01T15:03:37.470529,8,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Vendredi, Jeudi"
8b03c85a-371e-4ff4-b387-c0dcb1461470,2025-06-01T15:03:37.470529,9,maraude,Y a-t-il une maraude prévue cette semaine ?,Lundi
804783d5-2b57-4a48-b30c-5f6f9c6fca10,2025-06-01T15:03:37.470529,6,maraude,Où manger dans le quartier ?,"Vendredi, Mardi, Jeudi"
44456004-db2f-4244-991d-4c0335f0c55b,2025-06-01T15:03:37.470529,8,maraude,Où manger dans le quartier ?,"Jeudi, Mardi"
1209068b-de7e-4797-84f6-519805d39060,2025-06-01T15:03:37.470529,2,maraude,Y a-t-il une distribution de repas aujourd'hui ?,Jeudi
eb77ddb3-a524-43ff-8c50-4dbb44bde537,2025-06-01T15:03:37.470529,16,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Mardi, Lundi, Vendredi"
b972757e-53c0-4b4f-8d22-5636f371066b,2025-06-01T15:03:37.470529,10,maraude,Je cherche de l'aide pour manger.,
a1cc1731-b56b-4216-ab90-79ba94645e1b,2025-06-01T15:03:37.470529,16,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Jeudi, Vendredi, Mercredi"
fec07c51-fab0-4876-bd1c-013304fc27fb,2025-06-01T15:03:37.470529,14,maraude,Je cherche de l'aide pour manger.,
c163ccb5-ae47-4fb2-b7f9-3b64876e1817,2025-06-01T15:03:37.470529,18,maraude,Je cherche de l'aide pour manger.,Vendredi
1f919bb7-08e4-45ab-baac-c95771b85a9b,2025-06-01T15:03:37.470529,7,maraude,Y a-t-il une distribution de repas aujourd'hui ?,
b2c2e8e6-5fb1-4df7-be51-630731ce6e7d,2025-06-01T15:03:37.470529,1,maraude,Y a-t-il une distribution de repas aujourd'hui ?,Lundi
aca91ff6-341b-4c1a-8c4a-fbf39c6a9361,2025-06-01T15:03:37.470529,11,maraude,Je cherche de l'aide pour manger.,"Vendredi, Mercredi, Lundi"
dca62347-6207-4661-b129-8852a203d8d6,2025-06-01T15:03:37.470529,16,maraude,Je cherche de l'aide pour manger.,Lundi
f24fc3a5-e5b3-471d-860e-a41f80f48433,2025-06-01T15:03:37.470529,11,maraude,Y a-t-il une distribution de repas aujourd'hui ?,"Vendredi, Lundi, Mardi"
c8d5b29b-b854-40b9-bd89-7c0710686b6a,2025-06-01T15:03:37.470529,1,maraude,Je cherche de l'aide pour manger.,
1c67a730-4ed8-4037-a76c-ae2d308d5d05,2025-06-01T15:03:37.470529,11,maraude,Y a-t-il une distribution de repas aujourd'hui ?,Mercredi
7dbf21d1-afb9-437a-9caa-0494a9f59592,2025-06-01T15:03:37.470529,4,maraude,Où manger dans le quartier ?,
bfe956f0-6ee2-48b8-b55c-230439ca5891,2025-06-01T15:03:37.470529,9,maraude,Où manger dans le quartier ?,Jeudi
